District,Year,Month,Season,Crop,Soil Type,Soil_Water_Capacity,Temperature_C,Humidity_Percent,Rainfall_mm,Wind_Speed,Solar_Radiation,Crop_Water_Demand_mm,Water_Balance_mm,Water_Shortage_Level,Date
Hafizabad,2019,12,Rabi,Mungbean,Loamy,140.0,12.83,46.68,29.200000000000003,1.16,2.39,73.54,-72.82,2,2019-12-01
Hafizabad,2019,12,Rabi,Blackgram,Loamy,140.0,12.83,46.68,29.200000000000003,1.16,2.39,73.54,-72.82,2,2019-12-01
Hafizabad,2019,12,Rabi,Lentil,Loamy,140.0,12.83,46.68,29.200000000000003,1.16,2.39,73.54,-72.82,2,2019-12-01
Hafizabad,2019,12,Rabi,Wheat,Clayey,200.0,12.83,46.68,29.200000000000003,1.16,2.39,52.53,-51.81,2,2019-12-01
Hafizabad,2019,12,Rabi,Banana,Loamy,140.0,12.83,46.68,29.200000000000003,1.16,2.39,73.54,-72.82,2,2019-12-01
Hafizabad,2019,12,Rabi,Mango,Loamy,140.0,12.83,46.68,29.200000000000003,1.16,2.39,73.54,-72.82,2,2019-12-01
Hafizabad,2019,12,Rabi,Grapes,Loamy,140.0,12.83,46.68,29.200000000000003,1.16,2.39,73.54,-72.82,2,2019-12-01
Hafizabad,2019,12,Rabi,Cotton,Loamy,140.0,12.83,46.68,29.200000000000003,1.16,2.39,78.79,-78.07,2,2019-12-01
Hafizabad,2020,1,Rabi,Paddy,Red,120.0,10.76,62.99,71.2,1.31,2.67,112.35,-110.35,2,2020-01-01
Hafizabad,2020,1,Rabi,Maize,Clayey,200.0,10.76,62.99,71.2,1.31,2.67,58.62,-56.62,2,2020-01-01
Hafizabad,2020,1,Rabi,Pulses,Clayey,200.0,10.76,62.99,71.2,1.31,2.67,48.85,-46.85,1,2020-01-01
Hafizabad,2020,1,Rabi,Millets,Black,180.0,10.76,62.99,71.2,1.31,2.67,39.08,-37.08,1,2020-01-01
Hafizabad,2020,1,Rabi,Sugarcane,Loamy,140.0,10.76,62.99,71.2,1.31,2.67,122.11,-120.11,2,2020-01-01
Hafizabad,2020,1,Rabi,Mungbean,Loamy,140.0,10.76,62.99,71.2,1.31,2.67,68.38,-66.38,2,2020-01-01
Hafizabad,2020,1,Rabi,Blackgram,Loamy,140.0,10.76,62.99,71.2,1.31,2.67,68.38,-66.38,2,2020-01-01
Hafizabad,2020,1,Rabi,Lentil,Loamy,140.0,10.76,62.99,71.2,1.31,2.67,68.38,-66.38,2,2020-01-01
Hafizabad,2020,1,Rabi,Wheat,Clayey,200.0,10.76,62.99,71.2,1.31,2.67,48.85,-46.85,1,2020-01-01
Hafizabad,2020,1,Rabi,Banana,Loamy,140.0,10.76,62.99,71.2,1.31,2.67,68.38,-66.38,2,2020-01-01
Hafizabad,2020,1,Rabi,Mango,Loamy,140.0,10.76,62.99,71.2,1.31,2.67,68.38,-66.38,2,2020-01-01
Hafizabad,2020,1,Rabi,Grapes,Loamy,140.0,10.76,62.99,71.2,1.31,2.67,68.38,-66.38,2,2020-01-01
Hafizabad,2020,1,Rabi,Cotton,Loamy,140.0,10.76,62.99,71.2,1.31,2.67,73.27,-71.27,2,2020-01-01
Hafizabad,2020,2,Rabi,Paddy,Red,120.0,15.45,55.01,38.2,1.4,4.0,161.56,-159.31,3,2020-02-01
Hafizabad,2020,2,Rabi,Maize,Clayey,200.0,15.45,55.01,38.2,1.4,4.0,84.29,-82.04,2,2020-02-01
Hafizabad,2020,2,Rabi,Pulses,Clayey,200.0,15.45,55.01,38.2,1.4,4.0,70.24,-67.99,2,2020-02-01
Hafizabad,2020,2,Rabi,Millets,Black,180.0,15.45,55.01,38.2,1.4,4.0,56.19,-53.94,2,2020-02-01
Hafizabad,2020,2,Rabi,Sugarcane,Loamy,140.0,15.45,55.01,38.2,1.4,4.0,175.61,-173.36,3,2020-02-01
Hafizabad,2020,2,Rabi,Mungbean,Loamy,140.0,15.45,55.01,38.2,1.4,4.0,98.34,-96.09,2,2020-02-01
Hafizabad,2020,2,Rabi,Blackgram,Loamy,140.0,15.45,55.01,38.2,1.4,4.0,98.34,-96.09,2,2020-02-01
Hafizabad,2020,2,Rabi,Lentil,Loamy,140.0,15.45,55.01,38.2,1.4,4.0,98.34,-96.09,2,2020-02-01
Hafizabad,2020,2,Rabi,Wheat,Clayey,200.0,15.45,55.01,38.2,1.4,4.0,70.24,-67.99,2,2020-02-01
Hafizabad,2020,2,Rabi,Banana,Loamy,140.0,15.45,55.01,38.2,1.4,4.0,98.34,-96.09,2,2020-02-01
Hafizabad,2020,2,Rabi,Mango,Loamy,140.0,15.45,55.01,38.2,1.4,4.0,98.34,-96.09,2,2020-02-01
Hafizabad,2020,2,Rabi,Grapes,Loamy,140.0,15.45,55.01,38.2,1.4,4.0,98.34,-96.09,2,2020-02-01
Hafizabad,2020,2,Rabi,Cotton,Loamy,140.0,15.45,55.01,38.2,1.4,4.0,105.36,-103.11,2,2020-02-01
Hafizabad,2020,3,Rabi,Paddy,Red,120.0,17.8,75.95,152.0,1.52,4.32,150.53,-144.22,2,2020-03-01
Hafizabad,2020,3,Rabi,Maize,Clayey,200.0,17.8,75.95,152.0,1.52,4.32,78.54,-72.23,2,2020-03-01
Hafizabad,2020,3,Rabi,Pulses,Clayey,200.0,17.8,75.95,152.0,1.52,4.32,65.45,-59.14,2,2020-03-01
Hafizabad,2020,3,Rabi,Millets,Black,180.0,17.8,75.95,152.0,1.52,4.32,52.36,-46.05,1,2020-03-01
Hafizabad,2020,3,Rabi,Sugarcane,Loamy,140.0,17.8,75.95,152.0,1.52,4.32,163.62,-157.31,3,2020-03-01
Hafizabad,2020,3,Rabi,Mungbean,Loamy,140.0,17.8,75.95,152.0,1.52,4.32,91.63,-85.32,2,2020-03-01
Hafizabad,2020,3,Rabi,Blackgram,Loamy,140.0,17.8,75.95,152.0,1.52,4.32,91.63,-85.32,2,2020-03-01
Hafizabad,2020,3,Rabi,Lentil,Loamy,140.0,17.8,75.95,152.0,1.52,4.32,91.63,-85.32,2,2020-03-01
Hafizabad,2020,3,Rabi,Wheat,Clayey,200.0,17.8,75.95,152.0,1.52,4.32,65.45,-59.14,2,2020-03-01
Hafizabad,2020,3,Rabi,Banana,Loamy,140.0,17.8,75.95,152.0,1.52,4.32,91.63,-85.32,2,2020-03-01
Hafizabad,2020,3,Rabi,Mango,Loamy,140.0,17.8,75.95,152.0,1.52,4.32,91.63,-85.32,2,2020-03-01
Hafizabad,2020,3,Rabi,Grapes,Loamy,140.0,17.8,75.95,152.0,1.52,4.32,91.63,-85.32,2,2020-03-01
Hafizabad,2020,3,Rabi,Cotton,Loamy,140.0,17.8,75.95,152.0,1.52,4.32,98.17,-91.86,2,2020-03-01
Hafizabad,2020,4,Kharif,Paddy,Red,120.0,24.05,65.04,26.599999999999998,1.52,6.04,228.46,-227.14,3,2020-04-01
Hafizabad,2020,4,Kharif,Maize,Clayey,200.0,24.05,65.04,26.599999999999998,1.52,6.04,119.2,-117.88,2,2020-04-01
Hafizabad,2020,4,Kharif,Pulses,Clayey,200.0,24.05,65.04,26.599999999999998,1.52,6.04,99.33,-98.01,2,2020-04-01
Hafizabad,2020,4,Kharif,Millets,Black,180.0,24.05,65.04,26.599999999999998,1.52,6.04,79.47,-78.15,2,2020-04-01
Hafizabad,2020,4,Kharif,Sugarcane,Loamy,140.0,24.05,65.04,26.599999999999998,1.52,6.04,248.33,-247.01,3,2020-04-01
Hafizabad,2020,4,Kharif,Mungbean,Loamy,140.0,24.05,65.04,26.599999999999998,1.52,6.04,139.07,-137.75,2,2020-04-01
Hafizabad,2020,4,Kharif,Blackgram,Loamy,140.0,24.05,65.04,26.599999999999998,1.52,6.04,139.07,-137.75,2,2020-04-01
Hafizabad,2020,4,Kharif,Lentil,Loamy,140.0,24.05,65.04,26.599999999999998,1.52,6.04,139.07,-137.75,2,2020-04-01
Hafizabad,2020,4,Kharif,Wheat,Clayey,200.0,24.05,65.04,26.599999999999998,1.52,6.04,99.33,-98.01,2,2020-04-01
Hafizabad,2020,4,Kharif,Banana,Loamy,140.0,24.05,65.04,26.599999999999998,1.52,6.04,139.07,-137.75,2,2020-04-01
Hafizabad,2020,4,Kharif,Mango,Loamy,140.0,24.05,65.04,26.599999999999998,1.52,6.04,139.07,-137.75,2,2020-04-01
Hafizabad,2020,4,Kharif,Grapes,Loamy,140.0,24.05,65.04,26.599999999999998,1.52,6.04,139.07,-137.75,2,2020-04-01
Hafizabad,2020,4,Kharif,Cotton,Loamy,140.0,24.05,65.04,26.599999999999998,1.52,6.04,149.0,-147.68,2,2020-04-01
Hafizabad,2020,5,Kharif,Paddy,Red,120.0,30.38,48.33,26.0,2.1,6.79,286.45,-284.55,3,2020-05-01
Hafizabad,2020,5,Kharif,Maize,Clayey,200.0,30.38,48.33,26.0,2.1,6.79,149.45,-147.55,2,2020-05-01
Hafizabad,2020,5,Kharif,Pulses,Clayey,200.0,30.38,48.33,26.0,2.1,6.79,124.54,-122.64,2,2020-05-01
Hafizabad,2020,5,Kharif,Millets,Black,180.0,30.38,48.33,26.0,2.1,6.79,99.63,-97.73,2,2020-05-01
Hafizabad,2020,5,Kharif,Sugarcane,Loamy,140.0,30.38,48.33,26.0,2.1,6.79,311.35,-309.45,3,2020-05-01
Hafizabad,2020,5,Kharif,Mungbean,Loamy,140.0,30.38,48.33,26.0,2.1,6.79,174.36,-172.46,3,2020-05-01
Hafizabad,2020,5,Kharif,Blackgram,Loamy,140.0,30.38,48.33,26.0,2.1,6.79,174.36,-172.46,3,2020-05-01
Hafizabad,2020,5,Kharif,Lentil,Loamy,140.0,30.38,48.33,26.0,2.1,6.79,174.36,-172.46,3,2020-05-01
Hafizabad,2020,5,Kharif,Wheat,Clayey,200.0,30.38,48.33,26.0,2.1,6.79,124.54,-122.64,2,2020-05-01
Hafizabad,2020,5,Kharif,Banana,Loamy,140.0,30.38,48.33,26.0,2.1,6.79,174.36,-172.46,3,2020-05-01
Hafizabad,2020,5,Kharif,Mango,Loamy,140.0,30.38,48.33,26.0,2.1,6.79,174.36,-172.46,3,2020-05-01
Hafizabad,2020,5,Kharif,Grapes,Loamy,140.0,30.38,48.33,26.0,2.1,6.79,174.36,-172.46,3,2020-05-01
Hafizabad,2020,5,Kharif,Cotton,Loamy,140.0,30.38,48.33,26.0,2.1,6.79,186.81,-184.91,3,2020-05-01
Hafizabad,2020,6,Kharif,Paddy,Red,120.0,33.38,47.71,47.300000000000004,1.71,6.71,286.85,-282.87,3,2020-06-01
Hafizabad,2020,6,Kharif,Maize,Clayey,200.0,33.38,47.71,47.300000000000004,1.71,6.71,149.66,-145.68,2,2020-06-01
Hafizabad,2020,6,Kharif,Pulses,Clayey,200.0,33.38,47.71,47.300000000000004,1.71,6.71,124.72,-120.74,2,2020-06-01
Hafizabad,2020,6,Kharif,Millets,Black,180.0,33.38,47.71,47.300000000000004,1.71,6.71,99.77,-95.79,2,2020-06-01
Hafizabad,2020,6,Kharif,Sugarcane,Loamy,140.0,33.38,47.71,47.300000000000004,1.71,6.71,311.79,-307.81,3,2020-06-01
Hafizabad,2020,6,Kharif,Mungbean,Loamy,140.0,33.38,47.71,47.300000000000004,1.71,6.71,174.6,-170.62,3,2020-06-01
Hafizabad,2020,6,Kharif,Blackgram,Loamy,140.0,33.38,47.71,47.300000000000004,1.71,6.71,174.6,-170.62,3,2020-06-01
Hafizabad,2020,6,Kharif,Lentil,Loamy,140.0,33.38,47.71,47.300000000000004,1.71,6.71,174.6,-170.62,3,2020-06-01
Hafizabad,2020,6,Kharif,Wheat,Clayey,200.0,33.38,47.71,47.300000000000004,1.71,6.71,124.72,-120.74,2,2020-06-01
Hafizabad,2020,6,Kharif,Banana,Loamy,140.0,33.38,47.71,47.300000000000004,1.71,6.71,174.6,-170.62,3,2020-06-01
Hafizabad,2020,6,Kharif,Mango,Loamy,140.0,33.38,47.71,47.300000000000004,1.71,6.71,174.6,-170.62,3,2020-06-01
Hafizabad,2020,6,Kharif,Grapes,Loamy,140.0,33.38,47.71,47.300000000000004,1.71,6.71,174.6,-170.62,3,2020-06-01
Hafizabad,2020,6,Kharif,Cotton,Loamy,140.0,33.38,47.71,47.300000000000004,1.71,6.71,187.08,-183.1,3,2020-06-01
Hafizabad,2020,7,Kharif,Paddy,Red,120.0,34.07,55.12,128.2,1.54,6.29,266.6,-261.05,3,2020-07-01
Hafizabad,2020,7,Kharif,Maize,Clayey,200.0,34.07,55.12,128.2,1.54,6.29,139.1,-133.55,2,2020-07-01
Hafizabad,2020,7,Kharif,Pulses,Clayey,200.0,34.07,55.12,128.2,1.54,6.29,115.91,-110.36,2,2020-07-01
Hafizabad,2020,7,Kharif,Millets,Black,180.0,34.07,55.12,128.2,1.54,6.29,92.73,-87.18,2,2020-07-01
Hafizabad,2020,7,Kharif,Sugarcane,Loamy,140.0,34.07,55.12,128.2,1.54,6.29,289.79,-284.24,3,2020-07-01
Hafizabad,2020,7,Kharif,Mungbean,Loamy,140.0,34.07,55.12,128.2,1.54,6.29,162.28,-156.73,3,2020-07-01
Hafizabad,2020,7,Kharif,Blackgram,Loamy,140.0,34.07,55.12,128.2,1.54,6.29,162.28,-156.73,3,2020-07-01
Hafizabad,2020,7,Kharif,Lentil,Loamy,140.0,34.07,55.12,128.2,1.54,6.29,162.28,-156.73,3,2020-07-01
Hafizabad,2020,7,Kharif,Wheat,Clayey,200.0,34.07,55.12,128.2,1.54,6.29,115.91,-110.36,2,2020-07-01
Hafizabad,2020,7,Kharif,Banana,Loamy,140.0,34.07,55.12,128.2,1.54,6.29,162.28,-156.73,3,2020-07-01
Hafizabad,2020,7,Kharif,Mango,Loamy,140.0,34.07,55.12,128.2,1.54,6.29,162.28,-156.73,3,2020-07-01
Hafizabad,2020,7,Kharif,Grapes,Loamy,140.0,34.07,55.12,128.2,1.54,6.29,162.28,-156.73,3,2020-07-01
Hafizabad,2020,7,Kharif,Cotton,Loamy,140.0,34.07,55.12,128.2,1.54,6.29,173.87,-168.32,3,2020-07-01
Hafizabad,2020,8,Kharif,Paddy,Red,120.0,31.24,73.38,349.7,1.48,5.26,210.47,-197.37,3,2020-08-01
Hafizabad,2020,8,Kharif,Maize,Clayey,200.0,31.24,73.38,349.7,1.48,5.26,109.81,-96.71,2,2020-08-01
Hafizabad,2020,8,Kharif,Pulses,Clayey,200.0,31.24,73.38,349.7,1.48,5.26,91.51,-78.41,2,2020-08-01
Hafizabad,2020,8,Kharif,Millets,Black,180.0,31.24,73.38,349.7,1.48,5.26,73.21,-60.11,2,2020-08-01
Hafizabad,2020,8,Kharif,Sugarcane,Loamy,140.0,31.24,73.38,349.7,1.48,5.26,228.77,-215.67,3,2020-08-01
Hafizabad,2020,8,Kharif,Mungbean,Loamy,140.0,31.24,73.38,349.7,1.48,5.26,128.11,-115.01,2,2020-08-01
Hafizabad,2020,8,Kharif,Blackgram,Loamy,140.0,31.24,73.38,349.7,1.48,5.26,128.11,-115.01,2,2020-08-01
Hafizabad,2020,8,Kharif,Lentil,Loamy,140.0,31.24,73.38,349.7,1.48,5.26,128.11,-115.01,2,2020-08-01
Hafizabad,2020,8,Kharif,Wheat,Clayey,200.0,31.24,73.38,349.7,1.48,5.26,91.51,-78.41,2,2020-08-01
Hafizabad,2020,8,Kharif,Banana,Loamy,140.0,31.24,73.38,349.7,1.48,5.26,128.11,-115.01,2,2020-08-01
Hafizabad,2020,8,Kharif,Mango,Loamy,140.0,31.24,73.38,349.7,1.48,5.26,128.11,-115.01,2,2020-08-01
Hafizabad,2020,8,Kharif,Grapes,Loamy,140.0,31.24,73.38,349.7,1.48,5.26,128.11,-115.01,2,2020-08-01
Hafizabad,2020,8,Kharif,Cotton,Loamy,140.0,31.24,73.38,349.7,1.48,5.26,137.26,-124.16,2,2020-08-01
Hafizabad,2020,9,Kharif,Paddy,Red,120.0,28.61,70.76,52.2,1.05,5.64,220.6,-218.5,3,2020-09-01
Hafizabad,2020,9,Kharif,Maize,Clayey,200.0,28.61,70.76,52.2,1.05,5.64,115.1,-113.0,2,2020-09-01
Hafizabad,2020,9,Kharif,Pulses,Clayey,200.0,28.61,70.76,52.2,1.05,5.64,95.91,-93.81,2,2020-09-01
Hafizabad,2020,9,Kharif,Millets,Black,180.0,28.61,70.76,52.2,1.05,5.64,76.73,-74.63,2,2020-09-01
Hafizabad,2020,9,Kharif,Sugarcane,Loamy,140.0,28.61,70.76,52.2,1.05,5.64,239.78,-237.68,3,2020-09-01
Hafizabad,2020,9,Kharif,Mungbean,Loamy,140.0,28.61,70.76,52.2,1.05,5.64,134.28,-132.18,2,2020-09-01
Hafizabad,2020,9,Kharif,Blackgram,Loamy,140.0,28.61,70.76,52.2,1.05,5.64,134.28,-132.18,2,2020-09-01
Hafizabad,2020,9,Kharif,Lentil,Loamy,140.0,28.61,70.76,52.2,1.05,5.64,134.28,-132.18,2,2020-09-01
Hafizabad,2020,9,Kharif,Wheat,Clayey,200.0,28.61,70.76,52.2,1.05,5.64,95.91,-93.81,2,2020-09-01
Hafizabad,2020,9,Kharif,Banana,Loamy,140.0,28.61,70.76,52.2,1.05,5.64,134.28,-132.18,2,2020-09-01
Hafizabad,2020,9,Kharif,Mango,Loamy,140.0,28.61,70.76,52.2,1.05,5.64,134.28,-132.18,2,2020-09-01
Hafizabad,2020,9,Kharif,Grapes,Loamy,140.0,28.61,70.76,52.2,1.05,5.64,134.28,-132.18,2,2020-09-01
Hafizabad,2020,9,Kharif,Cotton,Loamy,140.0,28.61,70.76,52.2,1.05,5.64,143.87,-141.77,2,2020-09-01
Hafizabad,2020,10,Rabi,Paddy,Red,120.0,24.18,46.48,0.1,1.07,5.12,209.01,-209.01,3,2020-10-01
Hafizabad,2020,10,Rabi,Maize,Clayey,200.0,24.18,46.48,0.1,1.07,5.12,109.05,-109.05,2,2020-10-01
Hafizabad,2020,10,Rabi,Pulses,Clayey,200.0,24.18,46.48,0.1,1.07,5.12,90.87,-90.87,2,2020-10-01
Hafizabad,2020,10,Rabi,Millets,Black,180.0,24.18,46.48,0.1,1.07,5.12,72.7,-72.7,2,2020-10-01
Hafizabad,2020,10,Rabi,Sugarcane,Loamy,140.0,24.18,46.48,0.1,1.07,5.12,227.19,-227.19,3,2020-10-01
Hafizabad,2020,10,Rabi,Mungbean,Loamy,140.0,24.18,46.48,0.1,1.07,5.12,127.22,-127.22,2,2020-10-01
Hafizabad,2020,10,Rabi,Blackgram,Loamy,140.0,24.18,46.48,0.1,1.07,5.12,127.22,-127.22,2,2020-10-01
Hafizabad,2020,10,Rabi,Lentil,Loamy,140.0,24.18,46.48,0.1,1.07,5.12,127.22,-127.22,2,2020-10-01
Hafizabad,2020,10,Rabi,Wheat,Clayey,200.0,24.18,46.48,0.1,1.07,5.12,90.87,-90.87,2,2020-10-01
Hafizabad,2020,10,Rabi,Banana,Loamy,140.0,24.18,46.48,0.1,1.07,5.12,127.22,-127.22,2,2020-10-01
Hafizabad,2020,10,Rabi,Mango,Loamy,140.0,24.18,46.48,0.1,1.07,5.12,127.22,-127.22,2,2020-10-01
Hafizabad,2020,10,Rabi,Grapes,Loamy,140.0,24.18,46.48,0.1,1.07,5.12,127.22,-127.22,2,2020-10-01
Hafizabad,2020,10,Rabi,Cotton,Loamy,140.0,24.18,46.48,0.1,1.07,5.12,136.31,-136.31,2,2020-10-01
Hafizabad,2020,11,Rabi,Paddy,Red,120.0,16.9,53.58,9.1,1.32,3.4,146.18,-144.1,2,2020-11-01
Hafizabad,2020,11,Rabi,Maize,Clayey,200.0,16.9,53.58,9.1,1.32,3.4,76.27,-74.19,2,2020-11-01
Hafizabad,2020,11,Rabi,Pulses,Clayey,200.0,16.9,53.58,9.1,1.32,3.4,63.56,-61.48,2,2020-11-01
Hafizabad,2020,11,Rabi,Millets,Black,180.0,16.9,53.58,9.1,1.32,3.4,50.85,-48.77,1,2020-11-01
Hafizabad,2020,11,Rabi,Sugarcane,Loamy,140.0,16.9,53.58,9.1,1.32,3.4,158.9,-156.82,3,2020-11-01
Hafizabad,2020,11,Rabi,Mungbean,Loamy,140.0,16.9,53.58,9.1,1.32,3.4,88.98,-86.9,2,2020-11-01
Hafizabad,2020,11,Rabi,Blackgram,Loamy,140.0,16.9,53.58,9.1,1.32,3.4,88.98,-86.9,2,2020-11-01
Hafizabad,2020,11,Rabi,Lentil,Loamy,140.0,16.9,53.58,9.1,1.32,3.4,88.98,-86.9,2,2020-11-01
Hafizabad,2020,11,Rabi,Wheat,Clayey,200.0,16.9,53.58,9.1,1.32,3.4,63.56,-61.48,2,2020-11-01
Hafizabad,2020,11,Rabi,Banana,Loamy,140.0,16.9,53.58,9.1,1.32,3.4,88.98,-86.9,2,2020-11-01
Hafizabad,2020,11,Rabi,Mango,Loamy,140.0,16.9,53.58,9.1,1.32,3.4,88.98,-86.9,2,2020-11-01
Hafizabad,2020,11,Rabi,Grapes,Loamy,140.0,16.9,53.58,9.1,1.32,3.4,88.98,-86.9,2,2020-11-01
Hafizabad,2020,11,Rabi,Cotton,Loamy,140.0,16.9,53.58,9.1,1.32,3.4,95.34,-93.26,2,2020-11-01
Hafizabad,2020,12,Rabi,Paddy,Red,120.0,12.66,64.89,20.2,1.46,2.77,116.11,-115.38,2,2020-12-01
Hafizabad,2020,12,Rabi,Maize,Clayey,200.0,12.66,64.89,20.2,1.46,2.77,60.58,-59.85,2,2020-12-01
Hafizabad,2020,12,Rabi,Pulses,Clayey,200.0,12.66,64.89,20.2,1.46,2.77,50.48,-49.75,1,2020-12-01
Hafizabad,2020,12,Rabi,Millets,Black,180.0,12.66,64.89,20.2,1.46,2.77,40.39,-39.66,1,2020-12-01
Hafizabad,2020,12,Rabi,Sugarcane,Loamy,140.0,12.66,64.89,20.2,1.46,2.77,126.21,-125.48,2,2020-12-01
Hafizabad,2020,12,Rabi,Mungbean,Loamy,140.0,12.66,64.89,20.2,1.46,2.77,70.68,-69.95,2,2020-12-01
Hafizabad,2020,12,Rabi,Blackgram,Loamy,140.0,12.66,64.89,20.2,1.46,2.77,70.68,-69.95,2,2020-12-01
Hafizabad,2020,12,Rabi,Lentil,Loamy,140.0,12.66,64.89,20.2,1.46,2.77,70.68,-69.95,2,2020-12-01
Hafizabad,2020,12,Rabi,Wheat,Clayey,200.0,12.66,64.89,20.2,1.46,2.77,50.48,-49.75,1,2020-12-01
Hafizabad,2020,12,Rabi,Banana,Loamy,140.0,12.66,64.89,20.2,1.46,2.77,70.68,-69.95,2,2020-12-01
Hafizabad,2020,12,Rabi,Mango,Loamy,140.0,12.66,64.89,20.2,1.46,2.77,70.68,-69.95,2,2020-12-01
Hafizabad,2020,12,Rabi,Grapes,Loamy,140.0,12.66,64.89,20.2,1.46,2.77,70.68,-69.95,2,2020-12-01
Hafizabad,2020,12,Rabi,Cotton,Loamy,140.0,12.66,64.89,20.2,1.46,2.77,75.72,-74.99,2,2020-12-01
Hafizabad,2021,1,Rabi,Paddy,Red,120.0,11.42,64.26,68.19999999999999,1.29,3.02,118.99,-117.04,2,2021-01-01
Hafizabad,2021,1,Rabi,Maize,Clayey,200.0,11.42,64.26,68.19999999999999,1.29,3.02,62.08,-60.13,2,2021-01-01
Hafizabad,2021,1,Rabi,Pulses,Clayey,200.0,11.42,64.26,68.19999999999999,1.29,3.02,51.73,-49.78,1,2021-01-01
Hafizabad,2021,1,Rabi,Millets,Black,180.0,11.42,64.26,68.19999999999999,1.29,3.02,41.39,-39.44,1,2021-01-01
Hafizabad,2021,1,Rabi,Sugarcane,Loamy,140.0,11.42,64.26,68.19999999999999,1.29,3.02,129.34,-127.39,2,2021-01-01
Hafizabad,2021,1,Rabi,Mungbean,Loamy,140.0,11.42,64.26,68.19999999999999,1.29,3.02,72.43,-70.48,2,2021-01-01
Hafizabad,2021,1,Rabi,Blackgram,Loamy,140.0,11.42,64.26,68.19999999999999,1.29,3.02,72.43,-70.48,2,2021-01-01
Hafizabad,2021,1,Rabi,Lentil,Loamy,140.0,11.42,64.26,68.19999999999999,1.29,3.02,72.43,-70.48,2,2021-01-01
Hafizabad,2021,1,Rabi,Wheat,Clayey,200.0,11.42,64.26,68.19999999999999,1.29,3.02,51.73,-49.78,1,2021-01-01
Hafizabad,2021,1,Rabi,Banana,Loamy,140.0,11.42,64.26,68.19999999999999,1.29,3.02,72.43,-70.48,2,2021-01-01
Hafizabad,2021,1,Rabi,Mango,Loamy,140.0,11.42,64.26,68.19999999999999,1.29,3.02,72.43,-70.48,2,2021-01-01
Hafizabad,2021,1,Rabi,Grapes,Loamy,140.0,11.42,64.26,68.19999999999999,1.29,3.02,72.43,-70.48,2,2021-01-01
Hafizabad,2021,1,Rabi,Cotton,Loamy,140.0,11.42,64.26,68.19999999999999,1.29,3.02,77.6,-75.65,2,2021-01-01
Hafizabad,2021,2,Rabi,Paddy,Red,120.0,17.12,54.49,5.7,1.06,4.06,158.72,-157.71,3,2021-02-01
Hafizabad,2021,2,Rabi,Maize,Clayey,200.0,17.12,54.49,5.7,1.06,4.06,82.81,-81.8,2,2021-02-01
Hafizabad,2021,2,Rabi,Pulses,Clayey,200.0,17.12,54.49,5.7,1.06,4.06,69.01,-68.0,2,2021-02-01
Hafizabad,2021,2,Rabi,Millets,Black,180.0,17.12,54.49,5.7,1.06,4.06,55.21,-54.2,2,2021-02-01
Hafizabad,2021,2,Rabi,Sugarcane,Loamy,140.0,17.12,54.49,5.7,1.06,4.06,172.53,-171.52,3,2021-02-01
Hafizabad,2021,2,Rabi,Mungbean,Loamy,140.0,17.12,54.49,5.7,1.06,4.06,96.61,-95.6,2,2021-02-01
Hafizabad,2021,2,Rabi,Blackgram,Loamy,140.0,17.12,54.49,5.7,1.06,4.06,96.61,-95.6,2,2021-02-01
Hafizabad,2021,2,Rabi,Lentil,Loamy,140.0,17.12,54.49,5.7,1.06,4.06,96.61,-95.6,2,2021-02-01
Hafizabad,2021,2,Rabi,Wheat,Clayey,200.0,17.12,54.49,5.7,1.06,4.06,69.01,-68.0,2,2021-02-01
Hafizabad,2021,2,Rabi,Banana,Loamy,140.0,17.12,54.49,5.7,1.06,4.06,96.61,-95.6,2,2021-02-01
Hafizabad,2021,2,Rabi,Mango,Loamy,140.0,17.12,54.49,5.7,1.06,4.06,96.61,-95.6,2,2021-02-01
Hafizabad,2021,2,Rabi,Grapes,Loamy,140.0,17.12,54.49,5.7,1.06,4.06,96.61,-95.6,2,2021-02-01
Hafizabad,2021,2,Rabi,Cotton,Loamy,140.0,17.12,54.49,5.7,1.06,4.06,103.52,-102.51,2,2021-02-01
Hafizabad,2021,3,Rabi,Paddy,Red,120.0,21.95,50.41,39.1,1.74,5.03,210.18,-209.29,3,2021-03-01
Hafizabad,2021,3,Rabi,Maize,Clayey,200.0,21.95,50.41,39.1,1.74,5.03,109.66,-108.77,2,2021-03-01
Hafizabad,2021,3,Rabi,Pulses,Clayey,200.0,21.95,50.41,39.1,1.74,5.03,91.38,-90.49,2,2021-03-01
Hafizabad,2021,3,Rabi,Millets,Black,180.0,21.95,50.41,39.1,1.74,5.03,73.1,-72.21,2,2021-03-01
Hafizabad,2021,3,Rabi,Sugarcane,Loamy,140.0,21.95,50.41,39.1,1.74,5.03,228.45,-227.56,3,2021-03-01
Hafizabad,2021,3,Rabi,Mungbean,Loamy,140.0,21.95,50.41,39.1,1.74,5.03,127.93,-127.04,2,2021-03-01
Hafizabad,2021,3,Rabi,Blackgram,Loamy,140.0,21.95,50.41,39.1,1.74,5.03,127.93,-127.04,2,2021-03-01
Hafizabad,2021,3,Rabi,Lentil,Loamy,140.0,21.95,50.41,39.1,1.74,5.03,127.93,-127.04,2,2021-03-01
Hafizabad,2021,3,Rabi,Wheat,Clayey,200.0,21.95,50.41,39.1,1.74,5.03,91.38,-90.49,2,2021-03-01
